vin,company,datehour,chargingpower,remainingelectricalrange,enginestatus,geolocation,mileage,speed
VjamRugCrs8356684,CarRent,14/07/2023 20:35:04,124.4699881,266.5206097,ON,"8.54411855023127, 13.3408784633064",92577,51.3214876
VjamRugCrs8356684,CarRent,14/07/2023 20:35:15,124.4699881,266.5063537,ON,"8.54397573189794, 13.3409051445018",92577,57.83881314
VjamRugCrs8356684,CarRent,14/07/2023 20:35:29,124.4699881,266.4902874,ON,"8.5438931924987, 13.3409199315955",92577,33.3820016
RzIEMxvoHd6229617,CarRent,14/07/2023 20:35:34,124.4699881,266.4810146,ON,"8.54377045930935, 13.3409400471353",92577,49.51297509
RzIEMxvoHd6229617,CarRent,14/07/2023 20:35:43,124.4699881,266.467261,ON,"8.54365941486154, 13.3408610370383",92577,54.17904685
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 20:35:53,124.4699881,266.4522113,ON,"8.54363960511416, 13.3407331727729",92577,51.28686426
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 20:36:09,124.4699881,266.4379649,ON,"8.54361848854685, 13.3406100640333",92577,49.51106743
VjamRugCrs8356684,CarRent,14/07/2023 20:36:17,124.4699881,266.4242118,ON,"8.54360356146916, 13.3405147688316",92577,38.23333354
RzIEMxvoHd6229617,CarRent,14/07/2023 20:36:35,124.4699881,266.4135915,ON,"8.54358948689378, 13.3404198191302",92577,38.04659889
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 20:36:50,124.4699881,266.403023,ON,"8.54357370844815, 13.3403116462337",92577,43.33026127
VjamRugCrs8356684,CarRent,14/07/2023 20:36:56,124.4699881,266.3909868,,"8.54355925290978, 13.3402031838316",92577,43.37075804
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 20:37:05,124.4699881,266.3789394,ON,"8.54354464686004, 13.3400857772845",92577,46.89401562
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 20:37:19,124.4699881,266.3659132,ON,"8.54353604227925, 13.3400055287234",92577,31.98909237
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 20:37:24,124.4699881,266.3570274,ON,"8.54352317419749, 13.3398970081737",92577,43.31430161
VjamRugCrs8356684,CarRent,14/07/2023 20:37:39,124.4699881,266.3449956,ON,"8.54351185250481, 13.3397967764344",92577,39.98003303
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 20:37:53,124.4699881,266.3338901,ON,"8.54349863534451, 13.3396711494015",92577,50.0674039
VjamRugCrs8356684,CarRent,14/07/2023 20:37:58,124.4699881,266.3199825,ON,"8.54348952736818, 13.3395822593234",92577,35.41617336
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 20:38:10,124.4699881,266.3101446,ON,"8.54347877060452, 13.3394692594957",92577,44.98982266
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 20:38:20,124.4699881,266.2976475,ON,"8.54346708266833, 13.33935260791",92577,46.46643121
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 20:38:38,124.4699881,266.2847401,ON,"8.54345700977675, 13.3392356848165",92577,46.51364849
RzIEMxvoHd6229617,CarRent,14/07/2023 20:38:44,124.4699881,266.2718197,ON,"8.54344700735029, 13.3391040717136",92577,52.31436058
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 20:39:00,124.4699881,266.2572879,ON,"8.54343650420499, 13.3389885327019",92577,45.98242465
VjamRugCrs8356684,CarRent,14/07/2023 20:39:17,124.4699881,266.244515,ON,"8.54342366519131, 13.3388497014582",92578,55.26028981
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 20:39:25,124.4699881,266.2291649,ON,"8.54341325927136, 13.3387303564524",92578,47.48142025
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 20:39:44,124.4699881,266.2159756,ON,"8.54339846931651, 13.3385589996165",92578,68.1691143
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 20:39:55,124.4699881,266.1970398,ON,"8.5433835901422, 13.3383796921319",92578,71.31190084
VjamRugCrs8356684,CarRent,14/07/2023 20:40:06,124.4699881,266.1772309,ON,"8.54336923224376, 13.3382164069248",92578,64.96725273
RzIEMxvoHd6229617,CarRent,14/07/2023 20:40:17,124.4699881,266.1591844,ON,"8.5433525705352, 13.338031412671",92578,73.61876474
RzIEMxvoHd6229617,CarRent,14/07/2023 20:40:22,124.4699881,266.1387348,ON,"8.54333716846891, 13.3378376106651",92578,77.05447135
RzIEMxvoHd6229617,CarRent,14/07/2023 20:40:30,124.4699881,266.1173308,ON,"8.54332118561297, 13.3376537020119",92578,73.16626873
RzIEMxvoHd6229617,CarRent,14/07/2023 20:40:50,124.4699881,266.0970068,ON,"8.5432998590605, 13.3374368030412",92578,86.38250046
RzIEMxvoHd6229617,CarRent,14/07/2023 20:41:07,124.4699881,266.0730117,ON,"8.54328236394565, 13.3372458042473",92578,76.01888165
RzIEMxvoHd6229617,CarRent,14/07/2023 20:41:17,124.4699881,266.0518953,ON,"8.5432661388311, 13.3370384465157",92578,82.43616322
RzIEMxvoHd6229617,CarRent,14/07/2023 20:41:37,124.4699881,266.0289964,ON,"8.54325047018749, 13.3368585869605",92578,71.55669406
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 20:41:42,124.4699881,266.0091195,ON,"8.543235066946, 13.3366856734805",92578,68.80514161
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 20:41:57,124.4699881,265.990007,ON,"8.54321908786133, 13.3365043143368",92578,72.1595842
VjamRugCrs8356684,CarRent,14/07/2023 20:42:02,124.4699881,265.9699626,ON,"8.5432035604122, 13.3363021641688",92578,80.35691006
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 20:42:12,124.4699881,265.9476413,ON,"8.54319051542201, 13.3360977931694",92578,81.16528187
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 20:42:26,124.4699881,265.9250954,ON,"8.54317392107535, 13.3358850955748",92578,84.55756007
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 20:42:35,124.4699881,265.9016072,ON,"8.54315868060506, 13.3356955305646",92576,75.37548454
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 20:42:50,124.4699881,265.8806695,ON,"8.54314278086836, 13.3355036632812",92578,76.30635611
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 20:42:58,124.4699881,265.8594733,ON,"8.54312880374527, 13.3353108736621",92578,76.61124927
VjamRugCrs8356684,CarRent,14/07/2023 20:43:13,124.4699881,265.8381924,ON,"8.54311436551463, 13.3351115730574",92578,79.19828872
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 20:43:18,124.4699881,265.8161929,ON,"8.54310126378421, 13.3349562949183",92578,61.76252155
VjamRugCrs8356684,CarRent,14/07/2023 20:43:29,124.4699881,265.7990366,ON,"8.54308692907991, 13.3347544476283",92578,80.20205667
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 20:43:48,124.4699881,265.7767583,ON,"8.54307639783716, 13.3345587020448",92578,77.69364543
RzIEMxvoHd6229617,CarRent,14/07/2023 20:44:07,124.4699881,265.7551767,ON,"8.54306945106745, 13.334368444147",92578,75.45617543
VjamRugCrs8356684,CarRent,14/07/2023 20:44:22,124.4699881,265.7342167,ON,"8.54306343584384, 13.3342171952543",92578,59.9927391
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 20:44:37,124.4699881,265.717552,ON,"8.54305367635156, 13.3340383715032",92578,70.98018303
RzIEMxvoHd6229617,CarRent,14/07/2023 20:44:53,124.4699881,265.6978353,ON,"8.54304632047428, 13.3338861717145",92578,60.39284648
VjamRugCrs8356684,CarRent,14/07/2023 20:45:02,124.4699881,265.6810595,ON,"8.54303744705201, 13.3337265765034",92578,63.35143049
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 20:45:09,124.4699881,265.6634619,ON,"8.54302697796962, 13.3335761724332",92578,59.75564898
RzIEMxvoHd6229617,CarRent,14/07/2023 20:45:18,124.4699881,265.6468631,ON,"8.54301430254367, 13.3333850264982",92578,75.92535122
RzIEMxvoHd6229617,CarRent,14/07/2023 20:45:32,124.4699881,265.6257727,ON,"8.54300323148154, 13.3332322876203",92578,60.69572999
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 20:45:46,124.4699881,265.6089128,ON,"8.54299037307005, 13.3330691164873",92578,0
RzIEMxvoHd6229617,CarRent,14/07/2023 20:45:51,124.4699881,265.5908927,ON,"8.54297900473861, 13.3329293361517",92578,55.58416285
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 20:46:00,124.4699881,265.5754526,ON,"8.54296681890909, 13.3327772631204",92578,60.46653385
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 20:46:17,124.4699881,265.5586564,ON,"8.54295316821259, 13.3326221325081",92578,61.72314721
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 20:46:28,124.4699881,265.5415111,ON,"8.54293781932269, 13.3324329775454",92578,75.21703587
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 20:46:35,124.4699881,265.5206174,ON,"8.542923209056, 13.3322753415797",92578,62.74657642
VjamRugCrs8356684,CarRent,14/07/2023 20:46:55,124.4699881,265.5031878,ON,"8.54291143367963, 13.3321292372047",92578,58.09548743
VjamRugCrs8356684,CarRent,14/07/2023 20:47:10,124.4699881,265.4870502,ON,"8.54289587853757, 13.3319537126182",92578,69.84134877
VjamRugCrs8356684,CarRent,14/07/2023 20:47:30,124.4699881,265.4676498,ON,"8.54288069065037, 13.3317780030582",92578,69.90157261
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 20:47:40,124.4699881,265.4482327,ON,"8.54286413143556, 13.331609414244",92578,67.14182814
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 20:47:53,124.4699881,265.4295822,ON,"8.54285050189943, 13.3314587167816",92578,59.97242106
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 20:48:09,124.4699881,265.4129232,ON,"8.54283700148975, 13.3313178161182",92578,56.10170613
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 20:48:28,124.4699881,265.3973394,ON,"8.54282593238682, 13.3311838637805",92578,0
VjamRugCrs8356684,CarRent,14/07/2023 20:48:42,124.4699881,265.3825415,ON,"8.54281422722577, 13.3310556231688",92578,51.03923103
RzIEMxvoHd6229617,CarRent,14/07/2023 20:48:48,124.4699881,265.3683639,ON,"8.54279934235869, 13.3308856065101",92578,67.64336466
VjamRugCrs8356684,CarRent,14/07/2023 20:48:59,124.4699881,265.3495741,ON,"8.54278678659628, 13.3307416784732",92578,57.26209616
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 20:49:07,124.4699881,265.333668,ON,"8.54277377318634, 13.330602998033",92578,55.20734421
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 20:49:19,124.4699881,265.3183326,ON,"8.54275947193981, 13.3304526336531",92578,0
VjamRugCrs8356684,CarRent,14/07/2023 20:49:39,124.4699881,265.3017032,ON,"8.54274936814521, 13.3303356603054",92578,46.53463893
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 20:49:47,124.4699881,265.2887769,ON,"8.54273870780207, 13.3301936635783",92578,56.43785544
VjamRugCrs8356684,CarRent,14/07/2023 20:49:53,124.4699881,265.2730997,ON,"8.54273036869541, 13.330063992931",92578,51.49993188
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 20:50:01,124.4699881,265.2587942,ON,"8.54272165362966, 13.3299186645417",92578,57.70290187
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 20:50:13,124.4699881,265.2427656,ON,"8.54271375551986, 13.3297458703217",92579,68.55625993
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 20:50:29,124.4699881,265.2237222,ON,"8.54270802038326, 13.3296225282111",92579,48.9378866
VjamRugCrs8356684,CarRent,14/07/2023 20:50:44,124.4699881,265.2101284,ON,"8.54270163276205, 13.329488562095",92579,53.15610753
RzIEMxvoHd6229617,CarRent,14/07/2023 20:50:50,124.4699881,265.1953628,ON,"8.54269335482579, 13.3293470984564",92579,56.16354192
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 20:51:08,124.4699881,265.1797618,ON,"8.54268581396311, 13.3292012099276",92579,57.89838342
RzIEMxvoHd6229617,CarRent,14/07/2023 20:51:20,124.4699881,265.1636789,ON,"8.54268004170353, 13.3290662103706",92579,53.55415831
RzIEMxvoHd6229617,CarRent,14/07/2023 20:51:31,124.4699881,265.1488028,ON,"8.5426754254724, 13.3289030675411",92579,64.68505595
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 20:51:37,124.4699881,265.1308347,ON,"8.54267194830206, 13.3287756979573",92579,50.49979086
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 20:51:48,124.4699881,265.116807,ON,"8.54266613827722, 13.3286118721921",92579,64.97080556
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 20:51:56,124.4699881,265.0987595,ON,"8.54266288109258, 13.3284808805536",92579,51.93254727
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 20:52:06,124.4699881,265.0843338,ON,"8.54265949176499, 13.3283400299387",92579,55.84010217
RzIEMxvoHd6229617,CarRent,14/07/2023 20:52:15,124.4699881,265.0688227,ON,"8.54265635684135, 13.3281993913039",92579,55.75375274
VjamRugCrs8356684,CarRent,14/07/2023 20:52:25,124.4699881,265.0533355,ON,"8.54265329079642, 13.3280472470867",92579,0
VjamRugCrs8356684,CarRent,14/07/2023 20:52:43,124.4699881,265.0365821,ON,"8.54265016097072, 13.3278890032923",92579,62.72967076
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 20:52:57,124.4699881,265.0191572,ON,"8.54264854371381, 13.3277282736058",,63.70578839
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 20:53:08,124.4699881,265.0014612,ON,"8.54264452409649, 13.3275610350949",92579,66.30151771
RzIEMxvoHd6229617,CarRent,14/07/2023 20:53:27,124.4699881,264.9830441,ON,"8.54263986402413, 13.3274419698643",92579,47.22598439
RzIEMxvoHd6229617,CarRent,14/07/2023 20:53:44,124.4699881,264.9699258,ON,"8.54263502958188, 13.3272638295388",92579,70.62918705
RzIEMxvoHd6229617,CarRent,14/07/2023 20:53:49,124.4699881,264.9503065,ON,"8.54262757170365, 13.327094208951",92579,67.29184525
RzIEMxvoHd6229617,CarRent,14/07/2023 20:54:03,124.4699881,264.9316144,ON,"8.54261915167359, 13.3269385403742",92579,61.78766838
VjamRugCrs8356684,CarRent,14/07/2023 20:54:21,124.4699881,264.9144511,ON,"8.54261051768997, 13.3268141601345",92579,49.41575861
VjamRugCrs8356684,CarRent,14/07/2023 20:54:39,124.4699881,264.9007245,ON,"8.54259965014168, 13.3266573455487",92579,62.30129732
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 20:54:54,124.4699881,264.8834186,ON,"8.54258772014499, 13.3265114867536",92579,58.00353157
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 20:55:07,124.4699881,264.8673065,ON,"8.54257592727632, 13.3263925035748",92579,47.39019185
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 20:55:13,124.4699881,264.8541426,ON,"8.54256460728313, 13.3262673088663",92579,49.82312876
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 20:55:33,124.4699881,264.8403028,ON,"8.5425565414481, 13.3261679001299",92579,39.52967406
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 20:55:46,124.4699881,264.8293223,ON,"8.54254632905737, 13.3260444673068",92579,49.0892466
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 20:55:58,124.4699881,264.8156864,ON,"8.54253802669632, 13.3259379446937",92579,42.34769
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 20:56:10,124.4699881,264.8039232,ON,"8.54252559017622, 13.3257990520216",92579,55.270072
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 20:56:24,124.4699881,264.7885704,ON,"8.54251027222225, 13.3256529692878",92579,58.21782299
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 20:56:35,124.4699881,264.7723988,ON,"8.54249750547892, 13.325523317858",92579,51.63601092
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 20:56:44,124.4699881,264.7580554,ON,"8.54248660019041, 13.325413388697",92579,43.78443488
RzIEMxvoHd6229617,CarRent,14/07/2023 20:56:58,124.4699881,264.7458931,ON,"8.54247487069954, 13.3252831014914",92579,51.84794542
RzIEMxvoHd6229617,CarRent,14/07/2023 20:57:11,124.4699881,264.7314909,ON,"8.54246242477741, 13.3251209805742",92579,64.44475858
VjamRugCrs8356684,CarRent,14/07/2023 20:57:18,124.4699881,264.7135896,ON,"8.54244953056411, 13.324963180013",92579,62.75201702
RzIEMxvoHd6229617,CarRent,14/07/2023 20:57:29,124.4699881,264.6961585,ON,"8.5424389792192, 13.3248338739854",92579,51.42022082
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 20:57:40,124.4699881,264.6818751,ON,"8.54242923622672, 13.3247102422226",92579,49.15273448
VjamRugCrs8356684,CarRent,14/07/2023 20:57:52,124.4699881,264.6682215,ON,"8.54241907210384, 13.3245952888977",92579,45.73924437
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 20:58:06,124.4699881,264.6270642,ON,"8.54238346273946, 13.3242154397766",92579,48.78643179
RzIEMxvoHd6229617,CarRent,14/07/2023 20:58:16,124.4699881,264.6135124,ON,"8.54236971767348, 13.3240805269385",92579,53.74982718
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 20:58:21,124.4699881,264.5985819,ON,"8.5423571104718, 13.3239666944324",92579,45.39403774
RzIEMxvoHd6229617,CarRent,14/07/2023 20:58:29,124.4699881,264.5859724,ON,"8.54234555188051, 13.3238746548682",92579,36.76753246
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 20:58:40,124.4699881,264.5757592,ON,"8.54233045667931, 13.3237548042086",92579,47.87957636
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 20:58:55,124.4699881,264.5624593,ON,"8.54231813510174, 13.3236563694729",92574,39.3202511
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 20:59:15,124.4699881,264.5515371,ON,"8.54230475075652, 13.3235423771415",92579,45.49220794
VjamRugCrs8356684,CarRent,14/07/2023 20:59:28,124.4699881,264.5389003,ON,"8.54229371849244, 13.323442454804",92579,39.84544787
VjamRugCrs8356684,CarRent,14/07/2023 20:59:38,124.4699881,264.5278321,ON,"8.54228442785629, 13.3233560154243",92579,34.45796907
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 20:59:53,124.4699881,264.5182605,ON,"8.5422724251568, 13.3232552762043",92579,40.21133854
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 21:00:05,124.4699881,264.5070907,ON,"8.54226063863237, 13.3231513041987",92579,41.47397332
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 21:00:24,124.4699881,264.4955701,ON,"8.5422493974974, 13.3230372149017",92579,45.4384074
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 21:00:42,124.4699881,264.4829483,ON,"8.54223892596553, 13.3229361248015",92575,40.28176893
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 21:00:49,124.4699881,264.471759,ON,"8.54222368643308, 13.3228067847646",92579,51.61968383
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 21:00:58,124.4699881,264.4574202,ON,"8.54220795280637, 13.3226853819702",92579,48.52211269
VjamRugCrs8356684,CarRent,14/07/2023 21:01:04,124.4699881,264.4439418,ON,"8.54219385200579, 13.322585328808",92579,40.04991836
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 21:01:13,124.4699881,264.4328168,ON,"8.54217457820898, 13.3224406041081",92579,57.87035851
RzIEMxvoHd6229617,CarRent,14/07/2023 21:01:33,124.4699881,264.4167417,ON,"8.54215475616273, 13.3222830833731",92579,62.92767541
RzIEMxvoHd6229617,CarRent,14/07/2023 21:01:43,124.4699881,264.3992618,ON,"8.54213718596459, 13.3221395856899",92579,57.30162787
VjamRugCrs8356684,CarRent,14/07/2023 21:01:59,124.4699881,264.3833447,ON,"8.54212189478135, 13.3220202352285",92579,47.6928294
RzIEMxvoHd6229617,CarRent,14/07/2023 21:02:15,124.4699881,264.3700967,ON,"8.54210618399834, 13.321895668904",92579,49.76456554
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 21:02:31,124.4699881,264.3562732,ON,"8.54209199763035, 13.3217768845497",92579,47.41589939
RzIEMxvoHd6229617,CarRent,14/07/2023 21:02:42,124.4699881,264.3431021,ON,"8.54208141482094, 13.3216835217099",92579,37.24199463
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 21:02:59,124.4699881,264.3327571,ON,"8.5420686873305, 13.3215592287523",92579,49.52147863
RzIEMxvoHd6229617,CarRent,14/07/2023 21:03:14,124.4699881,264.3190011,ON,"8.54205802782475, 13.321457080232",92579,40.70678082
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 21:03:21,124.4699881,264.3076937,ON,"8.5420443799697, 13.3213415446462",92579,46.11197315
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 21:03:41,124.4699881,264.2948848,ON,"8.5420321192371, 13.3212243180183",92579,46.71665214
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 21:03:58,124.4699881,264.281908,ON,"8.54201724994109, 13.3210874074508",92579,54.58432283
VjamRugCrs8356684,CarRent,14/07/2023 21:04:15,124.4699881,264.2667457,ON,"8.54200448739838, 13.3209834775806",92579,41.50319352
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 21:04:24,124.4699881,264.255217,ON,"8.54198885547726, 13.3208615521039",92580,48.72238091
RzIEMxvoHd6229617,CarRent,14/07/2023 21:04:35,124.4699881,264.241683,ON,"8.54197296124706, 13.320731464253",92580,51.94517046
RzIEMxvoHd6229617,CarRent,14/07/2023 21:04:51,124.4699881,264.2272538,ON,"8.54196302244067, 13.3206377350273",92580,37.35825825
VjamRugCrs8356684,CarRent,14/07/2023 21:05:11,124.4699881,264.2168765,ON,"8.54195403710561, 13.3205449109774",92580,36.96287208
RzIEMxvoHd6229617,CarRent,14/07/2023 21:05:24,124.4699881,264.206609,ON,"8.54194346343465, 13.3204183319938",92580,50.34389962
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 21:05:35,124.4699881,264.1926246,ON,"8.54193098401036, 13.3202707604881",92580,58.69829481
VjamRugCrs8356684,CarRent,14/07/2023 21:05:43,124.4699881,264.1763195,ON,"8.541920822259, 13.3201552224344",92580,45.97006378
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 21:05:53,124.4699881,264.1635501,ON,"8.54191027472018, 13.3200201094402",92580,53.71430649
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 21:06:01,124.4699881,264.1486294,ON,"8.54190090746431, 13.3198768051102",92580,56.91871843
RzIEMxvoHd6229617,CarRent,14/07/2023 21:06:19,124.4699881,264.1328187,ON,"8.5418934786818, 13.3197753455537",92580,40.32051915
RzIEMxvoHd6229617,CarRent,14/07/2023 21:06:35,124.4699881,264.1216185,ON,"8.54188695633677, 13.3196639437695",92580,44.22863414
VjamRugCrs8356684,CarRent,14/07/2023 21:06:46,124.4699881,264.1093328,ON,"8.54188179666392, 13.3195582760412",92580,41.93008397
VjamRugCrs8356684,CarRent,14/07/2023 21:06:59,124.4699881,264.0976856,ON,"8.54187510781748, 13.3194557665743",92580,40.71519536
VjamRugCrs8356684,CarRent,14/07/2023 21:07:19,124.4699881,264.0863758,ON,"8.54186974848734, 13.3193702323096",92580,33.96724091
VjamRugCrs8356684,CarRent,14/07/2023 21:07:38,124.4699881,264.0769404,ON,"8.54186471446544, 13.3192961222142",92580,29.44066825
RzIEMxvoHd6229617,CarRent,14/07/2023 21:07:47,124.4699881,264.0687625,ON,"8.54185761389675, 13.3191908784439",92580,41.80739971
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 21:08:06,124.4699881,264.0571493,ON,"8.541849633024, 13.319081835608",92580,43.334064
VjamRugCrs8356684,CarRent,14/07/2023 21:08:21,124.4699881,264.0451121,ON,"8.54184331828129, 13.3189879724102",92580,37.28605905
RzIEMxvoHd6229617,CarRent,14/07/2023 21:08:28,124.4699881,264.0347548,ON,"8.54183538154519, 13.3188910549014",92580,38.54148791
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 21:08:44,124.4699881,264.0240489,ON,"8.54183108298789, 13.3188436037317",92580,18.88423774
VjamRugCrs8356684,CarRent,14/07/2023 21:08:49,124.4699881,264.0188032,ON,"8.54182462811851, 13.3187729317972",92580,28.12736454
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 21:08:56,124.4699881,264.0109901,ON,"8.54181751420488, 13.3187040400314",92580,27.45068393
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 21:09:11,124.4699881,264.0033649,ON,"8.54181087509665, 13.3186413991384",92580,24.96705838
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 21:09:28,124.4699881,263.9964296,ON,"8.54180224364348, 13.3185568533569",92580,33.6841589
VjamRugCrs8356684,CarRent,14/07/2023 21:09:38,124.4699881,263.9870729,ON,"8.5417928917844, 13.3184697374174",92580,34.72722402
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 21:09:49,124.4699881,263.9774264,ON,"8.54178101124021, 13.3183734430705",92580,38.45677623
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 21:10:08,124.4699881,263.966744,ON,"8.54177013403094, 13.3182864229679",92580,34.75989587
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 21:10:13,124.4699881,263.9570885,ON,"8.54175976623024, 13.318209227728",92580,30.87234379
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 21:10:29,124.4699881,263.9485128,ON,"8.54174456501235, 13.3181033808698",92580,42.38509766
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 21:10:34,124.4699881,263.9367392,ON,"8.54173422424284, 13.3180351365341",92580,27.35914217
RzIEMxvoHd6229617,CarRent,14/07/2023 21:10:44,124.4699881,263.9291394,ON,"8.54172145713054, 13.3179458126737",92580,35.76519604
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 21:11:02,124.4699881,263.9192046,ON,"8.54171244444734, 13.3178851372048",92580,24.31403318
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 21:11:14,124.4699881,263.9124507,ON,"8.5417035745811, 13.3178233751055",92580,24.73188424
RzIEMxvoHd6229617,CarRent,14/07/2023 21:11:24,124.4699881,263.9055808,ON,"8.5416917423055, 13.3177341616897",92580,35.67080704
RzIEMxvoHd6229617,CarRent,14/07/2023 21:11:39,124.4699881,263.8956722,ON,"8.5416779240676, 13.3176302885967",92580,41.53448113
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 21:11:58,124.4699881,263.8841349,ON,"8.54166726060844, 13.3175580042515",92580,28.96166558
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 21:12:14,124.4699881,263.87609,ON,"8.54165589747844, 13.3174844761698",92580,29.490816
VjamRugCrs8356684,CarRent,14/07/2023 21:12:21,124.4699881,263.8678981,ON,"8.54164343886245, 13.3174101687036",92580,29.86543603
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 21:12:41,124.4699881,263.8596021,ON,"8.54162847326103, 13.3173283178882",92580,32.98299519
VjamRugCrs8356684,CarRent,14/07/2023 21:12:58,124.4699881,263.8504402,ON,"8.54161251674291, 13.3172482782627",92580,32.35239032
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 21:13:17,124.4699881,263.8414534,ON,"8.54160056884969, 13.3171907573503",92580,23.28855936
RzIEMxvoHd6229617,CarRent,14/07/2023 21:13:26,124.4699881,263.8349843,ON,"8.54158818882894, 13.3171355417961",92580,22.43208799
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 21:13:46,124.4699881,263.8287532,ON,"8.54157951846634, 13.3170981595987",92580,15.21271983
